REVIEW_PANEL|MEDICALSPECIALTY|PRODUCTCODE|DEVICENAME|DEVICECLASS|UNCLASSIFIED_REASON|GMPEXEMPTFLAG|THIRDPARTYFLAG|REVIEWCODE|REGULATIONNUMBER|SUBMISSION_TYPE_ID|DEFINITION|PHYSICALSTATE|TECHNICALMETHOD|TARGETAREA|Implant_Flag|Life_Sustain_support_flag
SU||OXQ|Dressing Change Tray|N|6|N|N|||7|This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|N|N
SU||OYD|Optical Diagnostic Device For Melanoma Detection|3||N|N|||2|Intended in the detection of melanoma and high grade lesions among atypical lesions in order to rule-out melanoma.|Optical radiation.|Use of visible and infrared optical radiation to generate images of targeted atypical lesions.|Atypical pigmented lesions|N|N
SU||PFC|Cultured Human Cell Skin Dressing|3||N|N|||2|Allogeneic skin cells cultured in vitro and combined with scaffold sheeting to act as a physical wound covering and provide biological components that interact with the wound, for treatment of skin ulcers.|Allogeneic skin cells are cultured in vitro and combined with scaffold sheeting|Device funtions as a physical wound covering and provides biological components that interact with the wound|Skin|Y|N
SU||PHU|Intra-Abdominal Pressure Monitoring Device|U|1|N|N|||1|Abdominal intracompartmental pressure monitoring using bladder pressure as a surrogate for abdominal pressure.|Urological catheter, pressure sensing device.|Monitoring abdominal intracompartmental pressure with a urological catheter|Urological|Y|N
SU||PKD|Laceration Tray|N|6|N|N|||7|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm.   This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm.   This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm.   This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm.   This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|N|N
SU||PKE|Laparoscopic Cholecystectomy Kit|N|6|N|N|||7|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm .  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm .  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm .  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm .  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.|N|N
SU||PKY|Implant, Dermal, For Aesthetic Use In The Hands|3||N|N|||2|For hand augmentation to correct volume loss in the dorsum of the hands.|Injectable mixture in a syringe with a needle.|To provide volume fullness to the dorsum (back) of the hand|Dorsum (back) of the hand|Y|N
SU||PNL|Magnetic Surgical System|3||N|N|||2|System designed to grasp and retract the body and the fundus of the gallbladder in laparoscopic cholecystectomy procedures to facilitate access and visualization of the surgical site.  The device is indicated for use in patients within a BMI range of 20 to 34 kg/m2.  The device is intended for prescription use only.|The device is two different instruments, the magnetic controller which is outside of the body and is 3x2 inches, oval-shaped with handles and is a large magnet made of NdFeB, Grade N42 disk magnet. The second instrument is the detachable grasper which is magnetic and actuated via its pistol-grip handle with two distinct scissor-type motions to open and close the detachable grasper jaws.|Uses a detachable grasper that can be attracted with a magnet that goes into the body to grasp and retract the gallbladder. Externally, a large magnet is kept outside of the body to hold the detachable grasper in place during surgery with its magnetic field strength.|The magnetic controller is kept external to the body on the abdomen.  The detachable grasper is used during laparoscopic cholecystectomy to grasp and retract the gallbladder inside the body.|N|N
TX|CH|DII|Columns, Glc|1||N|N||862.2250|4|||||N|N
TX|CH|DJA|Column Supports, Glc|1||N|N||862.2250|4|||||N|N
TX|CH|DJO|Indicator, Cellulose Fluorescent, Tlc|1||N|N||862.2270|4|||||N|N
TX|CH|DJS|U.V. Light, Tlc|1||Y|N||862.2270|4|||||N|N
TX|CH|DJY|Ion-Exchange Chromatography|1||N|N||862.2230|4|||||N|N
TX|CH|DKG|Plate, Cellulose, Tlc|1||N|N||862.2270|4|||||N|N
TX|CH|DKK|Tanks, Developing, Tlc|1||Y|N||862.2270|4|||||N|N
TX|CH|DKO|Adsorbents, Ion-Exchange|1||N|N||862.2230|4|||||N|N
TX|CH|DKS|Plate, Silica Gel, Tlc|1||N|N||862.2270|4|||||N|N
TX|CH|DKY|Indicator, Alumina Fluorescent, Tlc|1||N|N||862.2270|4|||||N|N
TX|CH|DLC|Atomizer, Tlc|1||Y|N||862.2270|4|||||N|N
TX|CH|DLG|Coating, Liquid, Glc|1||N|N||862.2250|4|||||N|N
TX|CH|DLO|Indicator, Silica Gel Fluorescent, Tlc|1||N|N||862.2270|4|||||N|N
TX|CH|DLY|Plate, Alumina, Tlc|1||N|N||862.2270|4|||||N|N
TX|CH|DMG|Papers, Ion|1||N|N||862.2230|4|||||N|N
TX|CH|DMS|Gases, Glc|1||N|N||862.2250|4|||||N|N
TX|CH|DMZ|Liquid Chromatography, Adsorbent|1||N|N||862.2260|4|||||N|N
TX|CH|DNH|Resins, Ion-Exchange, Liquid Chromatography|1||N|N||862.2260|4|||||N|N
TX|CH|DOP|Mass Spectrometer, Clinical Use|1||N|N||862.2860|4|||||N|N
TX|CH|DPA|Apparatus, General Use, Thin Layer Chromatography|1||Y|N||862.2270|4|||||N|N
TX|CH|DPM|Columns, Liquid Chromatography|1||N|N||862.2260|4|||||N|N
TX|CH|JSQ|Chromatography For Bacterial Identification|1||N|N||862.2250|4|||||N|N
TX|CH|JXQ|Monitor, U.V., Glc|1||N|P||862.2250|4|||||N|N
TX|CH|JXR|Atomic Absorption Spectrophotometer, General Use|1||N|N||862.2850|4|||||N|N
TX|CH|KEA|Resins, Ion-Exchange|1||N|N||862.2230|4|||||N|N
TX|CH|KIE|Apparatus, High Pressure Liquid Chromatography|1||N|N||862.2260|4|||||N|N
TX|CH|KZQ|Chromatography(Gas), Clinical Use|1||N|N||862.2250|4|||||N|N
TX|CH|KZR|Chromatography (Liquid, Gel), Clinical Use|1||N|N||862.2260|4|||||N|N
TX|CH|KZS|Chromatography (Thin Layer), Clinical Use|1||N|N||862.2270|4|||||N|N
TX|CH|LDM|Instrumentation, High Pressure Liquid Chromatography|1||N|N||862.2260|4|||||N|N
TX|CH|LEQ|Detectors, Electrochemical, Liquid Chromatography|1||N|N||862.2260|4|||||N|N
TX|CH|LTB|Cyclosporine Radioimmunoassay|2||N|N||862.1235|1|||||N|N
TX|CH|MAR|Cyclosporine And Metabolites Serum Assay|2||N|N||862.1235|1|||||N|N
TX|CH|MGS|High Performance Liquid Chromatography For Cyclosporine|2||N|N||862.1235|1|||||N|N
TX|CH|MGU|Fluroesence Polorization Immunoassay For Cyclosporine|2||N|N||862.1235|1|||||N|N
TX|CH|MGV|Radioimmunoassay For Cyclosporine|2||N|N||862.1235|1|||||N|N
TX|CH|MKW|Cyclosporine|2||N|N||862.1235|1|||||N|N
TX|CH|MLM|Enzyme Immunoassay, Tracrolimus|2||N|N||862.1678|1|||||N|N
TX|CH|NFX|Test, Cholesterol, Total, Over The Counter|1||N|N||862.1175|1|||||N|N
TX|CH|NFZ|Test, Creatinine, Over The Counter|2||N|N||862.1225|1|||||N|N
TX|CH|NGA|Test, Follicle Stimulating Hormone (Fsh), Over The Counter|1||N|N||862.1300|4|||||N|N
TX|CH|NGD|Test, Lactic Acid, Over The Counter|1||N|N||862.1450|1|||||N|N
TX|CH|NGE|Test, Luteinizing Hormone (Lh), Over The Counter|1||N|N||862.1485|4|||||N|N
TX|CH|NGJ|Test, Nitrite, Urinary, Non-Quantitative, Over The Counter|1||N|N||862.1510|1|||||N|N
TX|CH|NGO|Test, Triglycerides, Over The Counter|1||N|N||862.1705|1|||||N|N
TX|CH|PFT|Reagents For Molecular Diagnostic Test Systems|1||N|N||862.3800|4|Non-analyte-specific reagents used as part of molecular diagnostic test systems, such as polymerases, nucleotides and nucleotide mixes, master mixes in which individual reagents are optimized to be used together.|Individual reagents or reagent packages|Not applicable|Not applicable|N|N
TX|HE|NGB|Test, Glycosylated Hemoglobin, Over The Counter|2||N|N||864.7470|1|||||N|N
TX|HE|NGK|Test, Occult Blood, Over The Counter|2||N|N||864.6550|1|||||N|N
TX|IM|NTV|Myeloperoxidase, Immunoassay, System, Test|2||N|N||866.5600|1|MYELOPEROXIDASE, IMMUNOASSAY, SYSTEM, TEST IS INTENDED TO MEASURE MYELOPEROXIDASE IN HUMAN PLASMA, TO BE USED IN CONJUNCTION WITH CLINICAL HISTORY, ECG AND CARDIAC BIOMARKERS TO EVALUATE PATIENTS PRESENTING WITH CHEST PAIN THAT ARE AT RISK FOR MAJOR ADVERSE CARDIAC EVENTS, INCLUDING MYOCARDIAL INFARCTION, NEED FOR REVASCULARIZATION, OR DEATH.||||N|N
TX|IM|PFF|High Throughput Dna Sequence Analyzer|2||N|N||862.2265|4|A high throughput sequencing technology performing targeted DNA sequencing of amplicons from a defined genetic region or a subset of genes in human genomic DNA from a clinical sample.|sequencing instrument and associated software|A high throughput DNA sequence analyzer is an automated clinical multiplex instrument system intended to prepare, generate, measure and sort signals in order to analyze DNA molecules of amplicons from a clinical sample such as peripheral whole blood.  Signals produced are measured and interpreted by accompanying software into DNA sequence information.|human genomic DNA from a clinical sample|N|N
TX|TX|DIC|Alcohol Dehydrogenase, Specific Reagent For Ethanol Enzyme Method|2||N|P||862.3040|1|||||N|N
TX|TX|DID|Bacillus Subtlis Microbiology Assay, Tobramycin|2||N|P||862.3900|1|||||N|N
TX|TX|DIE|Heavy Metals Control Materials|1||N|Y||862.3280|1|||||N|N
TX|TX|DIF|Drug Mixture Control Materials|1||N|Y||862.3280|1|||||N|N
TX|TX|DIG|Cholinesterase Test Paper|1||N|Y||862.3240|7|||||N|N
TX|TX|DIH|Colorimetry, Cholinesterase|1||N|Y||862.3240|7|||||N|N
TX|TX|DIJ|Lead, Delta Amino Levulinic Acid|2||N|P||862.3550|1|||||N|N
TX|TX|DIK|Thin Layer Chromatography, Quinine|1||N|Y||862.3750|1|||||N|N
TX|TX|DIL|Radioimmunoassay, Primidone|2||N|P||862.3680|1|||||N|N
TX|TX|DIM|Gas Chromatography, Salicylate|2||N|P||862.3830|1|||||N|N
TX|TX|DIN|Gas Chromatography, Cocaine|2||N|Y||862.3250|1|||||N|N
TX|TX|DIO|Enzyme Immunoassay, Cocaine And Cocaine Metabolites|2||N|Y||862.3250|1|||||N|N
TX|TX|DIP|Enzyme Immunoassay, Diphenylhydantoin|2||N|P||862.3350|1|||||N|N
TX|TX|DIQ|Radioimmunoassay, Morphine (3-H), Goat Antibody Ammonium Sulfate Sep.|2||N|Y||862.3640|1|||||N|N
TX|TX|DIR|Free Radical Assay, Cocaine|2||N|Y||862.3250|1|||||N|N
TX|TX|DIS|Enzyme Immunoassay, Barbiturate|2||N|P||862.3150|1|||||N|N
TX|TX|DIT|Thin Layer Chromatography, Amphetamine|2||N|Y||862.3100|1|||||N|N
TX|TX|DIW|Hemagglutination Inhibition, Methadone|2||N|Y||862.3620|1|||||N|N
TX|TX|DIX|Thin Layer Chromatography, Phenobarbital|2||N|P||862.3660|1|||||N|N
TX|TX|DIY|Gas Chromatography, Ethosuximide|2||N|P||862.3380|1|||||N|N
TX|TX|DIZ|Delayed Analysis, Alcohol|2||N|P||862.3040|1|||||N|N
TX|TX|DJB|Radioimmunoassay, Gentamicin (125-I), Second Antibody Sep.|2||N|P||862.3450|1|||||N|N
TX|TX|DJC|Thin Layer Chromatography, Methamphetamine|2||N|Y||862.3610|1|||||N|N
TX|TX|DJD|Enzyme Immunoassay, Primidone|2||N|P||862.3680|1|||||N|N
TX|TX|DJE|Thin Layer Chromatography, Salicylate|2||N|P||862.3830|1|||||N|N
TX|TX|DJF|Gas Chromatography, Opiates|2||N|Y||862.3650|1|||||N|N
TX|TX|DJG|Enzyme Immunoassay, Opiates|2||N|Y||862.3650|1|||||N|N
TX|TX|DJH|Gas Chromatography, Phenobarbital|2||N|P||862.3660|1|||||N|N
TX|TX|DJI|Antiserum, Gentamicin|2||N|P||862.3450|1|||||N|N
TX|TX|DJJ|Fluorometry, Morphine|2||N|Y||862.3640|1|||||N|N
TX|TX|DJK|Digitoxin Control Serum, Ria|1||N|Y||862.3280|1|||||N|N
TX|TX|DJL|Free Radical Assay, Amphetamine|2||N|Y||862.3100|1|||||N|N
TX|TX|DJN|Mercury Dithiazone, Colorimetry, Barbiturate|2||N|P||862.3150|1|||||N|N
TX|TX|DJP|Radioimmunoassay, Amphetamine|2||N|Y||862.3100|1|||||N|N
TX|TX|DJQ|Test Reagents For Phenothiazine|2||N|P||862.3670|1|||||N|N
TX|TX|DJR|Enzyme Immunoassay, Methadone|2||N|Y||862.3620|1|||||N|N
TX|TX|DJX|Radioimmunoassay, Ethosuximide|2||N|P||862.3380|1|||||N|N
TX|TX|DJZ|Devices, Breath Trapping, Alcohol|1||N|Y||862.3050|4|||||N|N
TX|TX|DKA|Antiserum, Digoxin|2||N|P||862.3320|1|||||N|N
TX|TX|DKB|Calibrators, Drug Mixture|2||N|Y||862.3200|1|||||N|N
TX|TX|DKC|Alcohol Control Materials|1||N|Y||862.3280|1|||||N|N
TX|TX|DKD|Bacillus Subtlis, Microbiological Assay, Gentamicin|2||N|P||862.3450|1|||||N|N
TX|TX|DKE|Reagents, Test, Tetrahydrocannabinol|2||N|Y||862.3870|1|||||N|N
TX|TX|DKH|Gas Chromatography, Diphenylhydantoin|2||N|P||862.3350|1|||||N|N
TX|TX|DKJ|Colorimetry, Salicylate|2||N|P||862.3830|1|||||N|N
TX|TX|DKN|Radioimmunoassay, Barbiturate|2||N|P||862.3150|1|||||N|N
TX|TX|DKP|Radioimmunoassay, Phenobarbital|2||N|P||862.3660|1|||||N|N
TX|TX|DKQ|Antiserum, Digitoxin|2||N|P||862.3300|1|||||N|N
TX|TX|DKR|Thin Layer Chromatography, Methadone|2||N|Y||862.3620|1|||||N|N
TX|TX|DKT|Free Radical Assay, Opiates|2||N|Y||862.3650|1|||||N|N
TX|TX|DKW|Test Reagents For Sulphanimide Derivatives|1||N|Y||862.3850|1|||||N|N
TX|TX|DKX|Thin Layer Chromatography, Barbiturate|2||N|P||862.3150|1|||||N|N
TX|TX|DKZ|Enzyme Immunoassay, Amphetamine|2||N|Y||862.3100|1|||||N|N
TX|TX|DLA|Test Reagents For Methyl Alcohol|2||N|P||862.3040|1|||||N|N
TX|TX|DLB|Radioimmunoassay, Lsd (125-I)|2||N|P||862.3580|1|||||N|N
TX|TX|DLD|Thin Layer Chromatography, Codeine|2||N|Y||862.3270|1|||||N|N
TX|TX|DLE|Reagents, Test,  Bromides|2||N|P||862.3645|1|||||N|N
TX|TX|DLF|Enzyme Immunoassay, Ethosuximide|2||N|P||862.3380|1|||||N|N
TX|TX|DLH|Gas Chromatography, Alcohol|2||N|P||862.3040|1|||||N|N
TX|TX|DLI|Acetylcholine Chloride, Specific Reagent For Pseudo Cholinesterase|1||N|Y||862.3240|7|||||N|N
TX|TX|DLJ|Calibrators, Drug Specific|2||N|Y||862.3200|1|||||N|N
TX|TX|DLN|Hemagglutination, Cocaine Metabolites (Benzoylecgnonine)|2||N|Y||862.3250|1|||||N|N
TX|TX|DLP|Radioimmunoassay, Diphenylhydantoin|2||N|P||862.3350|1|||||N|N
TX|TX|DLR|Hemagglutination Inhibition, Morphine|2||N|Y||862.3640|1|||||N|N
TX|TX|DLS|Gas Chromatograph, Alcohol (Dedicated Instruments)|2||N|P||862.3040|1|||||N|N
TX|TX|DLT|Hemagglutination, Opiates|2||N|Y||862.3650|1|||||N|N
TX|TX|DLX|Hemagglutination Inhibition, Barbiturate|2||N|P||862.3150|1|||||N|N
TX|TX|DLZ|Enzyme Immunoassay, Phenobarbital|2||N|P||862.3660|1|||||N|N
TX|TX|DMB|Gas Chromatography, Methadone|2||N|Y||862.3620|1|||||N|N
TX|TX|DMF|Gas Liquid Chromatography, Barbiturate|2||N|P||862.3150|1|||||N|N
TX|TX|DMI|Potassium Dichromate Specific Reagent For Alcohol|2||N|P||862.3040|1|||||N|N
TX|TX|DMJ|Test Reagents For Ethyl Alcohol|2||N|P||862.3040|1|||||N|N
TX|TX|DMK|Lead, Protoporphyrin, Fluorometric|2||N|P||862.3550|1|||||N|N
TX|TX|DML|Nad-Nadh, Specific Reagent For Alcohol Enzyme Method|2||N|P||862.3040|1|||||N|N
TX|TX|DMN|Thin Layer Chromatography, Cocaine|2||N|Y||862.3250|1|||||N|N
TX|TX|DMP|Digoxin Control Serum, Ria|1||N|Y||862.3280|1|||||N|N
TX|TX|DMQ|Gas Chromatography, Primidone|2||N|P||862.3680|1|||||N|N
TX|TX|DMR|Solution, M-Nitrophenol, Specific Reagent For Cholinesterase|1||N|Y||862.3240|7|||||N|N
TX|TX|DMT|Enzymatic Method, Alcohol Dehydrogenase, Ultraviolet|2||N|P||862.3040|1|||||N|N
TX|TX|DMX|Liquid Chromatography, Salicylate|2||N|P||862.3830|1|||||N|N
TX|TX|DMY|Gas Chromatography, Morphine|2||N|Y||862.3640|1|||||N|N
TX|TX|DNA|Radioimmunoassay, Morphine-Barbiturate (125-I), Goat Antibody|2||N|Y||862.3640|1|||||N|N
TX|TX|DNC|Strip, Paper, Salicylate|2||N|P||862.3830|1|||||N|N
TX|TX|DND|Radioimmunoassay, Digitoxin (125-I), Rabbit Antibody, Solid Phase Sep.|2||N|P||862.3300|1|||||N|N
TX|TX|DNE|Atomic Absorption, Antimony|1||N|Y||862.3110|1|||||N|N
TX|TX|DNF|Liquid Chromatography, Ethosuximide|2||N|P||862.3380|1|||||N|N
TX|TX|DNG|Free Radical, Benzoylecgnonine|2||N|Y||862.3250|1|||||N|N
TX|TX|DNI|Liquid Chromatography, Amphetamine|2||N|Y||862.3100|1|||||N|N
TX|TX|DNJ|Radioimmunoassay, Digoxin (125-I), Goat Antibody, 2nd Antibody Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DNK|Thin Layer Chromatography, Morphine|2||N|Y||862.3640|1|||||N|N
TX|TX|DNL|Radioimmunoassay, Digoxin (125-I), Rabbit Antibody, Second Antibody Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DNN|Calibrators, Ethyl Alcohol|2||N|Y||862.3200|1|||||N|N
TX|TX|DNO|Hemagglutination Inhibition, Gentamicin|2||N|P||862.3450|1|||||N|N
TX|TX|DNP|Thin Layer Chromatography, Ethosuximide|2||N|P||862.3380|1|||||N|N
TX|TX|DNQ|Radioimmunoassay, Digoxin (3-H), Rabbit Antibody, Coated Tubes Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DNS|Radioimmunoassay, Digoxin (125-I), Rabbit Antibody, Double Label Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DNT|Liquid Chromatography, Methadone|2||N|Y||862.3620|1|||||N|N
TX|TX|DNW|Radioimmunoassay, Digitoxin (3-H), Rabbit Antibody, Charcoal Sep.|2||N|P||862.3300|1|||||N|N
TX|TX|DNX|Lead, Protoporphyrin Zinc Method, Fluorometric|2||N|P||862.3550|1|||||N|N
TX|TX|DNZ|Atomic Absorption, Arsenic|1||N|Y||862.3120|1|||||N|N
TX|TX|DOA|Radioimmunoassay, Digoxin (125-I), Goat Antibody, Anion Exchange, Resin Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DOB|Radioimmunoassay, Digitoxin (3-H)|2||N|P||862.3300|1|||||N|N
TX|TX|DOD|Gas Chromatography, Amphetamine|2||N|Y||862.3100|1|||||N|N
TX|TX|DOE|Radioimmunoassay, Morphine (125-I), Goat Antibody Ammonium Sulfate Sep.|2||N|Y||862.3640|1|||||N|N
TX|TX|DOF|Lead, Atomic Absorption|2||N|P||862.3550|1|||||N|N
TX|TX|DOG|Radioimmunoassay, Digoxin (125-I), Rabbit Antibody, Polyethylene Glycol|2||N|P||862.3320|1|||||N|N
TX|TX|DOH|Electrometry, Cholinesterase|1||N|Y||862.3240|7|||||N|N
TX|TX|DOJ|Potassium Dichromate, Alcohol|2||N|P||862.3040|1|||||N|N
TX|TX|DOK|Free Radical Assay, Morphine|2||N|Y||862.3640|1|||||N|N
TX|TX|DOL|Free Radical Assay, Lsd|2||N|P||862.3580|1|||||N|N
TX|TX|DOM|Thin Layer Chromatography, Benzoylecgnonine|2||N|Y||862.3250|1|||||N|N
TX|TX|DON|Radioimmunoassay, Digoxin (125-I), Rabbit Antibody, Solid Phase Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DOO|Liquid Chromatography, Phenobarbital|2||N|P||862.3660|1|||||N|N
TX|TX|DOR|Radioimmunoassay, Digoxin (3-H), Bovine Antibody, Charcoal Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DOS|Thin Layer Chromatography, Primidone|2||N|P||862.3680|1|||||N|N
TX|TX|DOW|Radioimmunoassay, Digitoxin (3-H), Rabbit Antibody, Coated Tube|2||N|P||862.3300|1|||||N|N
TX|TX|DOX|Fluorometer, Lead (Dedicated Instruments)|2||N|P||862.3550|1|||||N|N
TX|TX|DOY|Radioimmunoassay, Digoxin (3-H), Goat Antibody, 2nd Antibody Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DOZ|Liquid Chromatography, Diphenylhydantoin|2||N|P||862.3350|1|||||N|N
TX|TX|DPB|Radioimmunoassay, Digoxin (125-I), Rabbit Antibody, Charcoal Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DPD|Radioimmunoassay, Digoxin (3-H), Rabbit Antibody, Charcoal Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DPE|Thin Layer Chromatography, Diphenylhydantoin|2||N|P||862.3350|1|||||N|N
TX|TX|DPG|Radioimmunoassay, Digitoxin (125-I), Rabbit Antibody, Coated Tube Sep.|2||N|P||862.3300|1|||||N|N
TX|TX|DPH|Mercury, Atomic Absorption|1||N|Y||862.3600|1|||||N|N
TX|TX|DPI|Radioimmunoassay, Digoxin (125-I), Bovine Antibody, Charcoal Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DPJ|Radioimmunoassay, Amphetamine (125-I), Goat Antibody, Ammonium Sulfate Sep.|2||N|Y||862.3100|1|||||N|N
TX|TX|DPK|Liquid Chromatography, Morphine|2||N|Y||862.3640|1|||||N|N
TX|TX|DPL|Radioimmunoassay, Digitoxin (125-I), Bovine Antibody, Charcoal Sep.|2||N|P||862.3300|1|||||N|N
TX|TX|DPN|Thin Layer Chromatography, Propoxyphene|2||N|P||862.3700|1|||||N|N
TX|TX|DPO|Radioimmunoassay, Digoxin (125-I), Rabbit Antibody, Coated Tube Sep.|2||N|P||862.3320|1|||||N|N
TX|TX|DPP|Free Radical Assay, Methadone|2||N|Y||862.3620|1|||||N|N
TX|TX|DPQ|Liquid Chromatography, Primidone|2||N|P||862.3680|1|||||N|N
TX|TX|JIH|Flame Photometry, Lithium|2||N|P||862.3560|1|||||N|N
TX|TX|JII|Atomic Absorption, Lithium|2||N|P||862.3560|1|||||N|N
TX|TX|JKQ|Gold Chloride (Colorimetric), Bromide|2||N|P||862.3645|1|||||N|N
TX|TX|JKS|Spectral Absorb. Curve, Oxyhemoglobin, Carboxyhemoglobin, Carbon-Monoxide|1||N|Y||862.3220|7|||||N|N
TX|TX|JKT|Gas Chromatograph, Carbon-Monoxide|1||N|Y||862.3220|7|||||N|N
TX|TX|JXM|Enzyme Immunoassay, Benzodiazepine|2||N|P||862.3170|1|||||N|N
TX|TX|JXN|Enzyme Immunoassay, Propoxyphene|2||N|P||862.3700|1|||||N|N
TX|TX|JXO|Enzyme Immunoassay, Cocaine|2||N|Y||862.3250|1|||||N|N
TX|TX|KJI|Radioimmunoassay, Kanamycin|2||N|P||862.3520|1|||||N|N
TX|TX|KLB|Radioimmunoassay, Tobramycin|2||N|P||862.3900|1|||||N|N
TX|TX|KLN|Radioimmunoassay, Cocaine Metabolite|2||N|Y||862.3250|1|||||N|N
TX|TX|KLO|Enzymatic Radiochemical Assay, Gentamicin|2||N|P||862.3450|1|||||N|N
TX|TX|KLP|Amikacin Serum Assay|2||N|P||862.3035|1|||||N|N
TX|TX|KLQ|Radioimmunoassay, Amikacin|2||N|P||862.3035|1|||||N|N
TX|TX|KLR|Enzyme Immunoassay, Lidocaine|2||N|P||862.3555|1|||||N|N
TX|TX|KLS|Enzyme Immunoassay, Theophylline|2||N|P||862.3880|1|||||N|N
TX|TX|KLT|Enzyme Immunoassay, Carbamazepine|2||N|P||862.3645|1|||||N|N
TX|TX|KXS|Radioimmunoassay, Methaqualone|2||N|P||862.3630|1|||||N|N
TX|TX|KXT|Enzyme Immunoassay, Digoxin|2||N|P||862.3320|1|||||N|N
TX|TX|KZT|Kit, Disc, Agar Gel Diffusion, Determine Serum Levels Of Gentamicin|2||N|P||862.3450|1|||||N|N
TX|TX|KZW|Kit, Disc, Agar Gel Diffusion, Determine Serum Levels Of Kanamycin|2||N|P||862.3520|1|||||N|N
TX|TX|KZX|Kit, Disc, Agar Gel Diffusion, Determine Serum Levels Of Tobramycin|2||N|P||862.3900|1|||||N|N
TX|TX|KZY|High Pressure Liquid Chromatography, Barbiturate|2||N|P||862.3150|1|||||N|N
TX|TX|KZZ|Gas Chromatography, Benzodiazipine|2||N|P||862.3170|1|||||N|N
TX|TX|LAA|High Pressure Liquid Chromatography, Benzodiazipine|2||N|P||862.3170|1|||||N|N
TX|TX|LAB|Thin Layer Chromatography, Benzodiazipine|2||N|P||862.3170|1|||||N|N
TX|TX|LAC|High Pressure Liquid Chromatography, Cocaine And Cocaine Metabolites|2||N|Y||862.3250|1|||||N|N
TX|TX|LAD|Gas Chromatography, Codeine|2||N|Y||862.3270|1|||||N|N
